id,name,elevation_m,distance_to_coastline_m,flood_onset_threshold_m,cii_max,inundation_depth_cm
1079635645,,9.0,235.83415834733304,9.57,0.0,0.0
1079635646,,5.0,101.6664129197997,5.57,0.0,0.0
1079635647,,3.0,59.50439155144525,3.5700000000000003,0.0,0.0
1079635648,,3.0,57.89652981901085,3.5700000000000003,0.0,0.0
1079635649,,3.0,57.89652981901085,3.5700000000000003,0.0,0.0
1079635650,,3.0,50.79741139952468,3.5700000000000003,0.0,0.0
1079635651,,3.0,50.79741139952468,3.5700000000000003,0.0,0.0
1079636232,,9.0,256.5119595834872,9.57,0.0,0.0
1079636233,,9.0,258.4904915841463,9.57,0.0,0.0
1079636234,,9.0,253.182577728248,9.57,0.0,0.0
1079636235,Exposition Stairway,9.0,247.9597048222249,9.57,0.0,0.0
1079636236,Grand Stairway,9.0,239.58537067393704,9.57,0.0,0.0
1079636237,,9.0,254.11897706571665,9.57,0.0,0.0
1079637534,,5.0,101.6664129197997,5.57,0.0,0.0
1091334352,,3.0,235.654853614576,3.5700000000000003,0.0,0.0
1091334353,,3.0,237.9518106918424,3.5700000000000003,0.0,0.0
1091334354,,6.0,272.2678362153782,6.57,0.0,0.0
1091334355,,6.0,241.184701866916,6.57,0.0,0.0
1091334356,,6.0,246.5266931102861,6.57,0.0,0.0
1112468588,,14.0,631.4467084304083,14.57,0.0,0.0
1112468589,,11.0,684.8617231928405,11.57,0.0,0.0
1112468590,,11.0,748.6235777206653,11.57,0.0,0.0
1120788572,,3.0,280.1164508612967,3.5700000000000003,0.0,0.0
1120788573,,3.0,263.24348832602186,3.5700000000000003,0.0,0.0
1120788579,,3.0,318.423640769024,3.5700000000000003,0.0,0.0
1120788580,,7.0,331.52465608968123,7.57,0.0,0.0
1120788585,,3.0,266.41225597884034,3.5700000000000003,0.0,0.0
1120788598,,7.0,295.9517679220714,7.57,0.0,0.0
1120788599,,3.0,285.739542526257,3.5700000000000003,0.0,0.0
1120789291,,7.0,302.22773991780264,7.57,0.0,0.0
1120801697,,4.0,301.7165890615277,4.57,0.0,0.0
1120801698,,6.0,294.21599548169763,6.57,0.0,0.0
1120801699,,6.0,310.66675611134707,6.57,0.0,0.0
1120801700,,6.0,418.3034828008082,6.57,0.0,0.0
1120801701,,2.0,381.32317347150826,2.5700000000000003,0.0,0.0
1120801702,,6.0,301.970944903942,6.57,0.0,0.0
1120801703,,6.0,296.56716913535416,6.57,0.0,0.0
1120801704,,6.0,291.8699630560271,6.57,0.0,0.0
1120801705,,6.0,298.0560766132665,6.57,0.0,0.0
1120801706,,6.0,316.7767912720557,6.57,0.0,0.0
1120801707,,6.0,306.1495908465666,6.57,0.0,0.0
1120801708,,6.0,327.39816927525163,6.57,0.0,0.0
1123222369,,2.0,411.9673738284703,2.5700000000000003,0.0,0.0
1123222370,,2.0,457.9515955736831,2.5700000000000003,0.0,0.0
1123222371,,2.0,465.11715242373486,2.5700000000000003,0.0,0.0
1123222374,,6.0,475.3849527776161,6.57,0.0,0.0
1123222375,,6.0,436.82902984406354,6.57,0.0,0.0
1123222376,,6.0,423.7757625482875,6.57,0.0,0.0
1123222377,,6.0,414.861247257063,6.57,0.0,0.0
1123222378,,4.0,370.0149063998279,4.57,0.0,0.0
1123222379,,4.0,323.44739037383385,4.57,0.0,0.0
1123222380,,4.0,396.3279763506774,4.57,0.0,0.0
1123222381,,4.0,391.7966141995837,4.57,0.0,0.0
1123222382,,6.0,476.5642701476482,6.57,0.0,0.0
1123222383,,2.0,463.650717095876,2.5700000000000003,0.0,0.0
1123222384,,9.0,369.0376034028751,9.57,0.0,0.0
1123222385,,2.0,421.1870439843744,2.5700000000000003,0.0,0.0
1123222386,,2.0,410.7204295716624,2.5700000000000003,0.0,0.0
1123382800,,2.0,323.13800572592027,2.5700000000000003,0.0,0.0
1123382801,,6.0,494.68537232471135,6.57,0.0,0.0
1123382802,,6.0,431.9576678022672,6.57,0.0,0.0
1123382803,,6.0,583.9610695987321,6.57,0.0,0.0
1123382804,,6.0,519.2089180286941,6.57,0.0,0.0
1123382805,,11.0,684.765799843541,11.57,0.0,0.0
1123382806,,11.0,673.5026622614572,11.57,0.0,0.0
1123382807,,11.0,687.9913041785363,11.57,0.0,0.0
1123382808,,11.0,687.9913041785363,11.57,0.0,0.0
1123382809,,11.0,727.0981498513751,11.57,0.0,0.0
1123382811,,11.0,703.9497801203099,11.57,0.0,0.0
1123382812,,14.0,631.4467084304083,14.57,0.0,0.0
1123382814,,14.0,649.8219981177131,14.57,0.0,0.0
1123382815,,6.0,513.7594249011247,6.57,0.0,0.0
1123382816,,6.0,501.0362062701666,6.57,0.0,0.0
1123382817,,6.0,596.2083691367862,6.57,0.0,0.0
1123940773,,4.0,450.9209578019992,4.57,0.0,0.0
1123940774,,4.0,542.4523867117097,4.57,0.0,0.0
1123940775,,14.0,631.4467084304083,14.57,0.0,0.0
1123940785,,14.0,544.7129949619241,14.57,0.0,0.0
1123940786,,4.0,536.698212873807,4.57,0.0,0.0
1123940787,,4.0,513.7174070472395,4.57,0.0,0.0
1123940788,,4.0,510.8457020377044,4.57,0.0,0.0
1123940789,,4.0,454.00845948205216,4.57,0.0,0.0
1123940790,,4.0,450.9209578019992,4.57,0.0,0.0
1123940791,,4.0,364.94385010284446,4.57,0.0,0.0
1123940792,,14.0,549.8018276198633,14.57,0.0,0.0
1123940793,,14.0,539.0343025927938,14.57,0.0,0.0
1123943769,,4.0,406.4852645082982,4.57,0.0,0.0
1123943770,,4.0,465.633037743607,4.57,0.0,0.0
1123943771,,4.0,468.8678265174077,4.57,0.0,0.0
1123943772,,14.0,496.2637626738367,14.57,0.0,0.0
1123943773,,14.0,496.7876459422649,14.57,0.0,0.0
1123943774,,14.0,576.1023856300774,14.57,0.0,0.0
1123943775,,14.0,576.0031696908846,14.57,0.0,0.0
1123943779,,14.0,488.769840367298,14.57,0.0,0.0
1123943780,,4.0,399.5314550747559,4.57,0.0,0.0
1123943781,,4.0,438.6325397295496,4.57,0.0,0.0
1123943782,,4.0,454.00845948205216,4.57,0.0,0.0
1123943783,,14.0,523.7052281121329,14.57,0.0,0.0
1123943784,,14.0,544.7129949619241,14.57,0.0,0.0
1123943785,,14.0,618.8654817203831,14.57,0.0,0.0
1123943786,,14.0,636.8192203804083,14.57,0.0,0.0
1124305450,,6.0,357.30391810674445,6.57,0.0,0.0
1124305451,,6.0,352.1354617124604,6.57,0.0,0.0
1124305452,,6.0,435.5293741811638,6.57,0.0,0.0
1124305453,,2.0,521.9729847877214,2.5700000000000003,0.0,0.0
1124305456,,2.0,540.2685115247629,2.5700000000000003,0.0,0.0
1124305459,,2.0,521.9729847877214,2.5700000000000003,0.0,0.0
1124305460,,2.0,432.7312886197524,2.5700000000000003,0.0,0.0
1124305461,,2.0,429.5532625772975,2.5700000000000003,0.0,0.0
1124305462,,2.0,439.14512937859007,2.5700000000000003,0.0,0.0
1124305463,,2.0,441.18483889405087,2.5700000000000003,0.0,0.0
1124305464,,14.0,472.762769391331,14.57,0.0,0.0
1124305465,,4.0,477.8230447056175,4.57,0.0,0.0
1124305466,,14.0,564.3390290599,14.57,0.0,0.0
1124305469,,2.0,390.0338068511006,2.5700000000000003,0.0,0.0
1124305470,,2.0,455.2936299232727,2.5700000000000003,0.0,0.0
1124305472,,2.0,486.45365480985816,2.5700000000000003,0.0,0.0
1124305771,,7.0,337.4933551012601,7.57,0.0,0.0
1124305772,,7.0,360.9611526829534,7.57,0.0,0.0
1124305773,,2.0,455.2936299232727,2.5700000000000003,0.0,0.0
1124305778,,7.0,325.2521507102094,7.57,0.0,0.0
1124305779,,7.0,431.6489516637705,7.57,0.0,0.0
1124305784,,2.0,474.7656253163572,2.5700000000000003,0.0,0.0
1125869390,,6.0,502.7482263759532,6.57,0.0,0.0
1125869391,,6.0,489.93641342112096,6.57,0.0,0.0
1125869392,,6.0,528.2330765895757,6.57,0.0,0.0
1125869394,,6.0,569.2224455816217,6.57,0.0,0.0
1125869395,,6.0,511.7545788883248,6.57,0.0,0.0
1125869397,,6.0,553.3529916237576,6.57,0.0,0.0
1125869398,,6.0,557.3251444192296,6.57,0.0,0.0
1125869399,,6.0,564.0933128104815,6.57,0.0,0.0
1146055506,,2.0,527.8561254586814,2.5700000000000003,0.0,0.0
1146055507,,2.0,509.91396546626464,2.5700000000000003,0.0,0.0
1146055749,,2.0,430.6025839432014,2.5700000000000003,0.0,0.0
1146058058,,2.0,369.40395797283503,2.5700000000000003,0.0,0.0
1146058059,,2.0,350.8003337825421,2.5700000000000003,0.0,0.0
1146058060,,2.0,370.1631750166724,2.5700000000000003,0.0,0.0
1146058061,,2.0,381.34999039552224,2.5700000000000003,0.0,0.0
1146058062,,2.0,393.9546412310415,2.5700000000000003,0.0,0.0
1146058063,,2.0,377.2745365405931,2.5700000000000003,0.0,0.0
1146058064,,2.0,370.35293877480535,2.5700000000000003,0.0,0.0
1146058065,,2.0,369.40395797283503,2.5700000000000003,0.0,0.0
1146058066,,2.0,346.2235592959144,2.5700000000000003,0.0,0.0
1146058067,,2.0,329.51276890278524,2.5700000000000003,0.0,0.0
1146061788,,2.0,354.8252658210411,2.5700000000000003,0.0,0.0
1146061789,,2.0,344.9984564195596,2.5700000000000003,0.0,0.0
1164161692,East Harbor Drive,9.0,259.6667195263629,9.57,0.0,0.0
1164163079,2nd Avenue,6.0,354.6227125012381,6.57,0.0,0.0
1205398152,,9.0,118.58038874481248,9.57,0.0,0.0
1205398153,,5.0,114.75677582442248,5.57,0.0,0.0
1211555759,,2.0,339.28047261554804,2.5700000000000003,0.0,0.0
1211555760,,2.0,436.1880713376328,2.5700000000000003,0.0,0.0
1211555761,,2.0,393.9546412310415,2.5700000000000003,0.0,0.0
1211555763,,6.0,189.4398328378959,6.57,0.0,0.0
1211555764,,6.0,197.93008544066208,6.57,0.0,0.0
1211555765,,6.0,204.5150586933533,6.57,0.0,0.0
1211555766,,6.0,197.00539286380788,6.57,0.0,0.0
1218152640,Martin Luther King Jr. Promenade,4.0,296.69743499191725,4.57,0.0,0.0
1218152641,,6.0,273.9045800744267,6.57,0.0,0.0
1271824373,,6.0,325.108831104213,6.57,0.0,0.0
1271824374,,6.0,358.75556169642533,6.57,0.0,0.0
1271824375,,6.0,293.8491140999597,6.57,0.0,0.0
1271824379,,6.0,338.9524740823736,6.57,0.0,0.0
1271824381,,6.0,289.3052676629987,6.57,0.0,0.0
1271824382,,6.0,274.8511981560864,6.57,0.0,0.0
1271824383,,6.0,307.7319091488666,6.57,0.0,0.0
1272063090,,6.0,300.56938823885565,6.57,0.0,0.0
1346007280,,9.0,240.76539356246903,9.57,0.0,0.0
1355813642,Martin Luther King Junior Promenade,3.0,261.93423297784875,3.5700000000000003,0.0,0.0
1355813643,Martin Luther King Junior Promenade,3.0,260.05207558728944,3.5700000000000003,0.0,0.0
1413408674,,5.0,81.77317312568553,5.57,0.0,0.0
1414936766,,2.0,333.00617296384075,2.5700000000000003,0.0,0.0
1419033266,Marina Park Way,3.0,37.557939970825046,3.5700000000000003,0.0,0.0
1419987393,East Harbor Drive,9.0,261.28604757293874,9.57,0.0,0.0
1419987395,East Harbor Drive,9.0,262.7910228588124,9.57,0.0,0.0
1419990116,,2.0,338.9788134218903,2.5700000000000003,0.0,0.0
1419990117,,2.0,325.54023454610655,2.5700000000000003,0.0,0.0
1419990118,,2.0,329.7407020197824,2.5700000000000003,0.0,0.0
1419991915,,6.0,417.90318708839897,6.57,0.0,0.0
1419991916,,6.0,431.0793195387619,6.57,0.0,0.0
1419991917,,2.0,416.6039224424653,2.5700000000000003,0.0,0.0
1419991918,,2.0,402.2262400943068,2.5700000000000003,0.0,0.0
1419991919,,9.0,363.2505644389368,9.57,0.0,0.0
5982035,Tony Gwynn Drive,4.0,368.5815743932414,4.57,0.0,0.0
24616845,K Street,11.0,640.4525146417351,11.57,0.0,0.0
119417417,9th Avenue,12.0,820.2955360141324,12.57,0.0,0.0
119417418,,11.0,638.8545607537869,11.57,0.0,0.0
245397014,,11.0,812.9734354412669,11.57,0.0,0.0
259854259,,12.0,814.9018275891898,12.57,0.0,0.0
259854787,J Street,11.0,665.3945761311062,11.57,0.0,0.0
259854788,7th Avenue,12.0,743.9038681528003,12.57,0.0,0.0
293956084,,2.0,356.3861168749148,2.5700000000000003,0.0,0.0
383991075,The Mark Lane,12.0,862.4975786029712,12.57,0.0,0.0
436285048,Market Street,11.0,791.2796527372632,11.57,0.0,0.0
436305510,Market Street,12.0,859.5821949744163,12.57,0.0,0.0
436305527,Market Street,12.0,913.238970690447,12.57,0.0,0.0
436305531,Market Street,12.0,898.831876960127,12.57,0.0,0.0
436305532,Market Street,12.0,845.5295365858383,12.57,0.0,0.0
436305534,Market Street,16.0,952.8203735250826,16.57,0.0,0.0
436305538,Market Street,12.0,888.4633467563261,12.57,0.0,0.0
436305547,Market Street,12.0,804.9029885798107,12.57,0.0,0.0
497733843,,2.0,416.6410463087851,2.5700000000000003,0.0,0.0
577589906,,12.0,779.883685978335,12.57,0.0,0.0
577589907,,12.0,792.4666626611775,12.57,0.0,0.0
577589908,,12.0,794.9892372128015,12.57,0.0,0.0
577589909,,12.0,787.2025375344875,12.57,0.0,0.0
577589910,,12.0,757.1979959034311,12.57,0.0,0.0
577589911,,12.0,767.1853982862677,12.57,0.0,0.0
577589912,,12.0,838.8555508139742,12.57,0.0,0.0
577589913,,12.0,929.4169558849562,12.57,0.0,0.0
577589916,,12.0,939.3206294585638,12.57,0.0,0.0
593624847,8th Avenue,12.0,779.7638242535197,12.57,0.0,0.0
593633193,7th Avenue,12.0,808.1791693147956,12.57,0.0,0.0
593633195,7th Avenue,12.0,827.4548236371161,12.57,0.0,0.0
642285122,7th Avenue,11.0,609.3293930357327,11.57,0.0,0.0
691427148,Tony Gwynn Drive,4.0,521.0451858520341,4.57,0.0,0.0
754899833,,12.0,941.0124958237592,12.57,0.0,0.0
993788610,,11.0,650.9312452564303,11.57,0.0,0.0
993788617,,4.0,366.6061126706897,4.57,0.0,0.0
993788620,,4.0,434.911065905291,4.57,0.0,0.0
993788621,,4.0,525.7237454508678,4.57,0.0,0.0
993788622,,4.0,523.1738426937322,4.57,0.0,0.0
993788623,,11.0,534.4667651507756,11.57,0.0,0.0
993788624,,11.0,531.9534773791605,11.57,0.0,0.0
993788625,,4.0,521.0451858520341,4.57,0.0,0.0
1018470153,J Street,11.0,726.4796093015799,11.57,0.0,0.0
1024496526,K Street,11.0,542.2630722351845,11.57,0.0,0.0
1096442836,,11.0,609.3293930357327,11.57,0.0,0.0
1096442839,,11.0,721.4202377152594,11.57,0.0,0.0
1096442840,,11.0,629.574002774843,11.57,0.0,0.0
1096442841,,11.0,677.8614561232782,11.57,0.0,0.0
1096442844,,11.0,659.8099625918666,11.57,0.0,0.0
1096442845,,11.0,724.7056580233889,11.57,0.0,0.0
1096442848,,11.0,732.2114293356756,11.57,0.0,0.0
1096442875,7th Avenue,11.0,622.6805486745499,11.57,0.0,0.0
1096442876,,12.0,742.4164698990664,12.57,0.0,0.0
1096442877,,11.0,710.7163587959157,11.57,0.0,0.0
1096442879,,12.0,803.3077042181915,12.57,0.0,0.0
1112468586,,12.0,902.413380147861,12.57,0.0,0.0
1112468587,,12.0,848.9048365215398,12.57,0.0,0.0
1125869400,,11.0,622.6805486745499,11.57,0.0,0.0
1125869401,,11.0,670.1508954316098,11.57,0.0,0.0
1125869404,,11.0,659.895913803472,11.57,0.0,0.0
1126726091,,12.0,836.544605335141,12.57,0.0,0.0
1126726092,,12.0,909.1201565943884,12.57,0.0,0.0
1126726093,,12.0,889.9598488132945,12.57,0.0,0.0
1126726094,,16.0,962.5945516553808,16.57,0.0,0.0
1126726095,,16.0,944.3179060323566,16.57,0.0,0.0
1146061793,,2.0,435.073370305568,2.5700000000000003,0.0,0.0
1146061794,,4.0,429.9661838899649,4.57,0.0,0.0
1163397058,,11.0,703.2808144159806,11.57,0.0,0.0
1163397059,,11.0,732.7511940145274,11.57,0.0,0.0
1211555762,,2.0,435.073370305568,2.5700000000000003,0.0,0.0
1239032856,,4.0,368.5815743932414,4.57,0.0,0.0
1281779541,,6.0,689.1077497964418,6.57,0.0,0.0
1281779542,,11.0,702.7480283094476,11.57,0.0,0.0
1281779543,,11.0,744.6914971463859,11.57,0.0,0.0
1281779544,,11.0,739.7733613928254,11.57,0.0,0.0
1281779545,,11.0,757.3818689514006,11.57,0.0,0.0
1281779546,,11.0,799.5324930763179,11.57,0.0,0.0
1281779547,,11.0,812.3828937214231,11.57,0.0,0.0
1281779548,,11.0,802.4838897835488,11.57,0.0,0.0
1281779549,,11.0,808.1625028018308,11.57,0.0,0.0
1281779550,,12.0,820.2955360141324,12.57,0.0,0.0
1281779551,,12.0,770.9766621822404,12.57,0.0,0.0
1281779552,,12.0,717.6488459112675,12.57,0.0,0.0
1281779553,,12.0,712.3681407946145,12.57,0.0,0.0
1281779554,,12.0,710.3036420352706,12.57,0.0,0.0
1281779555,,12.0,710.3036420352706,12.57,0.0,0.0
1281779556,,12.0,766.7843975061235,12.57,0.0,0.0
1281779557,,11.0,754.6312706732876,11.57,0.0,0.0
1281779558,,16.0,866.7145995125898,16.57,0.0,0.0
1281779568,,11.0,853.4592015724721,11.57,0.0,0.0
1291245164,,12.0,784.7333969577672,12.57,0.0,0.0
1301028086,,11.0,592.2039866657759,11.57,0.0,0.0
1301028088,,11.0,675.2495131131797,11.57,0.0,0.0
1414936763,,2.0,423.1407380706347,2.5700000000000003,0.0,0.0
1414936764,,4.0,444.5807616334164,4.57,0.0,0.0
1414936765,,4.0,431.42134036374654,4.57,0.0,0.0
1419992425,,6.0,518.6455272009289,6.57,0.0,0.0
5980488,G Street,20.0,991.947667000503,20.57,0.0,0.0
6008923,L Street,2.0,377.89744261327456,2.5700000000000003,0.0,0.0
25964981,2nd Avenue,2.0,536.26836831666,2.5700000000000003,0.0,0.0
25965003,C Street,36.0,1202.261513634882,36.57,0.0,0.0
26145049,8th Avenue,12.0,865.971172272794,12.57,0.0,0.0
36054466,3rd Avenue,29.0,1070.4572812136016,29.57,0.0,0.0
89922423,9th Avenue,20.0,1081.0848232007186,20.57,0.0,0.0
119397890,J Street,6.0,508.4648080822096,6.57,0.0,0.0
153311827,10th Avenue,18.0,1110.9216298261458,18.57,0.0,0.0
234954105,B Street,36.0,1279.7709693583363,36.57,0.0,0.0
259854260,,12.0,928.9971850327688,12.57,0.0,0.0
278160402,K Street,6.0,476.5642701476482,6.57,0.0,0.0
278328402,A Street,39.0,1366.1314991856077,39.57,0.0,0.0
278328403,A Street,47.0,1482.730791043022,47.57,0.0,0.0
436285027,4th Avenue,14.0,688.440562237831,14.57,0.0,0.0
436285045,Front Street,7.0,429.68087132939394,7.57,0.0,0.0
436285056,Market Street,11.0,780.8436046941065,11.57,0.0,0.0
436291011,1st Avenue,18.0,902.1409464079672,18.57,0.0,0.0
436291019,4th Avenue,29.0,1156.7209774037324,29.57,0.0,0.0
477017400,,47.0,1521.5677256167935,47.57,0.0,0.0
577589914,,12.0,944.3578478408274,12.57,0.0,0.0
577589915,,12.0,939.3206294585638,12.57,0.0,0.0
578594324,,19.0,1031.212288924101,19.57,0.0,0.0
578594325,,19.0,1039.6154230210636,19.57,0.0,0.0
578594326,,19.0,914.6318894862368,19.57,0.0,0.0
578942381,,39.0,1365.8076900377337,39.57,0.0,0.0
578942383,,39.0,1377.9858658134824,39.57,0.0,0.0
593986491,5th Avenue,11.0,773.1419567939713,11.57,0.0,0.0
593990006,3rd Avenue,14.0,634.9594347438147,14.57,0.0,0.0
593996059,1st Avenue,2.0,525.1581580623937,2.5700000000000003,0.0,0.0
594025573,Broadway,29.0,1150.6133278356092,29.57,0.0,0.0
594025576,6th Avenue,11.0,755.4664209027296,11.57,0.0,0.0
641705065,2nd Avenue,18.0,985.409700011852,18.57,0.0,0.0
641851374,9th Avenue,47.0,1580.5134397549978,47.57,0.0,0.0
642285116,Island Avenue,12.0,759.4699767108979,12.57,0.0,0.0
642337372,Front Street,21.0,816.5911643762992,21.57,0.0,0.0
779724380,6th Avenue,39.0,1326.433513876124,39.57,0.0,0.0
1026703728,5th Avenue,39.0,1242.8961972467132,39.57,0.0,0.0
1028902009,F Street,19.0,928.8844802618504,19.57,0.0,0.0
1079842134,,29.0,1061.3866644470456,29.57,0.0,0.0
1093666042,,36.0,1247.2681187030194,36.57,0.0,0.0
1093668236,,36.0,1330.6505557279206,36.57,0.0,0.0
1093668237,,36.0,1309.2176942197502,36.57,0.0,0.0
1096442878,,11.0,812.9734354412669,11.57,0.0,0.0
1110082750,,18.0,889.809024679826,18.57,0.0,0.0
1123222372,,2.0,512.584601466139,2.5700000000000003,0.0,0.0
1123222373,,6.0,491.6265154559387,6.57,0.0,0.0
1123382810,,11.0,703.9497801203099,11.57,0.0,0.0
1123382813,,11.0,691.8565880989934,11.57,0.0,0.0
1123940776,,14.0,725.0359437024621,14.57,0.0,0.0
1123940784,,14.0,667.9215691026566,14.57,0.0,0.0
1123943776,,14.0,640.1585576989168,14.57,0.0,0.0
1123943778,,14.0,582.5559617045933,14.57,0.0,0.0
1124305454,,2.0,614.3650738635158,2.5700000000000003,0.0,0.0
1124305458,,2.0,527.8561254586814,2.5700000000000003,0.0,0.0
1124305468,,2.0,486.45365480985816,2.5700000000000003,0.0,0.0
1124305471,,2.0,519.9051569892486,2.5700000000000003,0.0,0.0
1124305774,,7.0,470.324994881825,7.57,0.0,0.0
1124305777,,7.0,420.3796078688793,7.57,0.0,0.0
1125869393,,6.0,617.471808965521,6.57,0.0,0.0
1125869396,,6.0,600.3439409644268,6.57,0.0,0.0
1126726089,,11.0,801.9342777398111,11.57,0.0,0.0
1126726090,,11.0,781.9646399489595,11.57,0.0,0.0
1146061787,,2.0,346.36665288893084,2.5700000000000003,0.0,0.0
1146061791,,2.0,420.2213545263265,2.5700000000000003,0.0,0.0
1146061792,,2.0,435.073370305568,2.5700000000000003,0.0,0.0
1148082944,,39.0,1232.4023190492142,39.57,0.0,0.0
1152292690,,19.0,964.9745911701604,19.57,0.0,0.0
1152292691,,19.0,979.187061653172,19.57,0.0,0.0
1164071279,7th Avenue,39.0,1413.4656192228722,39.57,0.0,0.0
1164071391,A Street,47.0,1507.3674758328748,47.57,0.0,0.0
1201943834,,18.0,910.7047536716092,18.57,0.0,0.0
1201943840,,18.0,996.9104810216908,18.57,0.0,0.0
1201943842,,18.0,976.4361963320296,18.57,0.0,0.0
1201956543,,29.0,1080.287450579331,29.57,0.0,0.0
1202023131,,19.0,923.9990876321446,19.57,0.0,0.0
1257053665,,39.0,1402.453254915554,39.57,0.0,0.0
1281779540,,6.0,693.6647225321025,6.57,0.0,0.0
1291800373,,36.0,1337.0692717917393,36.57,0.0,0.0
1291800385,,36.0,1382.7847801432465,36.57,0.0,0.0
1327271464,,36.0,1193.644404420028,36.57,0.0,0.0
1327275210,,29.0,1207.5117655418169,29.57,0.0,0.0
1327592695,,29.0,1144.7740152515307,29.57,0.0,0.0
1327597500,,29.0,1034.8102741902817,29.57,0.0,0.0
1327597505,,29.0,1039.193547197003,29.57,0.0,0.0
1327598577,7th Avenue,20.0,929.0847145239692,20.57,0.0,0.0
1327598578,E Street,29.0,1017.2993022809144,29.57,0.0,0.0
1327610931,,39.0,1250.6849450332925,39.57,0.0,0.0
1327616404,,39.0,1317.765050822253,39.57,0.0,0.0
1327616406,,39.0,1335.4763897626729,39.57,0.0,0.0
1327616410,,47.0,1420.7827326082895,47.57,0.0,0.0
1327926555,,29.0,1165.3878541469746,29.57,0.0,0.0
1327926558,,29.0,1146.3746752605916,29.57,0.0,0.0
1328212815,,21.0,824.7427079792573,21.57,0.0,0.0
1328212817,,21.0,805.3454420697627,21.57,0.0,0.0
1346630865,8th Avenue,50.0,1393.0118849940084,50.57,0.0,0.0
5959075,3rd Avenue,27.0,1051.3564240676028,27.57,0.0,0.0
5960813,Broadway,29.0,1042.5607307997489,29.57,0.0,0.0
5962369,2nd Avenue,26.0,915.2271901114094,26.57,0.0,0.0
5962750,West E Street,20.0,733.9313979461464,20.57,0.0,0.0
5987900,4th Avenue,27.0,1090.246753214424,27.57,0.0,0.0
5989392,West Broadway,26.0,875.8054561869657,26.57,0.0,0.0
5992484,West C Street,21.0,827.5761165659833,21.57,0.0,0.0
6002993,F Street,28.0,655.1900120007089,28.57,0.0,0.0
6032371,Broadway Circle,26.0,811.6901734671044,26.57,0.0,0.0
6047305,C Street,29.0,978.9691874269928,29.57,0.0,0.0
89903504,West G Street,23.0,521.1857842445357,23.57,0.0,0.0
89927838,3rd Avenue,27.0,1072.4559600808916,27.57,0.0,0.0
132579326,,21.0,806.734199969588,21.57,0.0,0.0
132579327,,29.0,889.0398355803005,29.57,0.0,0.0
132937615,,26.0,886.4605657439163,26.57,0.0,0.0
184696618,,23.0,944.6718038498146,23.57,0.0,0.0
184696620,,23.0,954.5090949377478,23.57,0.0,0.0
184708330,,29.0,1022.9339986751028,29.57,0.0,0.0
184708331,,27.0,1061.123109618443,27.57,0.0,0.0
184708332,,29.0,980.4587753155398,29.57,0.0,0.0
184708333,,29.0,988.2752349464886,29.57,0.0,0.0
184708334,,29.0,994.8799804041244,29.57,0.0,0.0
184708335,,29.0,904.65698942904,29.57,0.0,0.0
184708336,,29.0,905.8730911715116,29.57,0.0,0.0
184708337,,29.0,1022.9339986751028,29.57,0.0,0.0
184708338,,18.0,976.4158025619744,18.57,0.0,0.0
184711453,,23.0,1021.481555848219,23.57,0.0,0.0
184711456,,27.0,1130.0357482969794,27.57,0.0,0.0
184711458,,27.0,1146.9020155016865,27.57,0.0,0.0
184711460,,27.0,1081.1394865462114,27.57,0.0,0.0
184711462,,23.0,1056.901646339466,23.57,0.0,0.0
184711463,,27.0,1082.2587323049172,27.57,0.0,0.0
194543685,,23.0,860.7832725300752,23.57,0.0,0.0
194543686,,23.0,894.0038190679676,23.57,0.0,0.0
234953562,A Street,18.0,910.7047536716092,18.57,0.0,0.0
278328405,A Street,29.0,1156.7897727988566,29.57,0.0,0.0
377300611,,19.0,871.8572101734753,19.57,0.0,0.0
377300613,,26.0,823.5907145543176,26.57,0.0,0.0
377300615,,26.0,822.2209031973434,26.57,0.0,0.0
377300617,F Street,19.0,864.600896138763,19.57,0.0,0.0
377300629,F Street,26.0,822.2209031973434,26.57,0.0,0.0
377302726,F Street,19.0,896.2510495337464,19.57,0.0,0.0
377302727,F Street,19.0,876.0010848798519,19.57,0.0,0.0
377302729,,19.0,911.0011997790332,19.57,0.0,0.0
377302730,,19.0,926.229568018778,19.57,0.0,0.0
381042977,,19.0,960.5814328160936,19.57,0.0,0.0
381042979,,19.0,969.8936132251688,19.57,0.0,0.0
381042988,,19.0,989.5247141582804,19.57,0.0,0.0
436285026,4th Avenue,26.0,734.0433251461194,26.57,0.0,0.0
436285040,Front Street,23.0,614.128242656012,23.57,0.0,0.0
436285041,Front Street,23.0,526.9034218869675,23.57,0.0,0.0
436291013,1st Avenue,29.0,898.5690414503053,29.57,0.0,0.0
436291017,4th Avenue,26.0,749.7675064572005,26.57,0.0,0.0
436291024,5th Avenue,29.0,1048.2238448346222,29.57,0.0,0.0
436291025,5th Avenue,39.0,1243.523147045834,39.57,0.0,0.0
436291026,5th Avenue,19.0,929.8826266749992,19.57,0.0,0.0
436291027,5th Avenue,36.0,1144.6643539604834,36.57,0.0,0.0
436291028,A Street,39.0,1250.6849450332925,39.57,0.0,0.0
436291029,A Street,39.0,1232.4023190492142,39.57,0.0,0.0
436291030,A Street,39.0,1317.765050822253,39.57,0.0,0.0
436291032,Broadway,26.0,897.0011765599542,26.57,0.0,0.0
436291033,Broadway,23.0,989.8085924412856,23.57,0.0,0.0
436291034,Broadway,23.0,972.4445573211397,23.57,0.0,0.0
